201,0.2922,b'2015-08-14'
202,0.9595,b'2015-12-10'
203,0.0259,b'2015-02-19'
204,0.6510,b'2015-06-06'
205,0.3872,b'2015-10-10'
206,0.7432,b'2015-10-31'
207,0.0974,b'2015-04-19'
208,0.1263,b'2015-10-20'
209,0.2840,b'2015-11-07'
210,0.3560,b'2015-02-06'
211,0.3153,b'2015-04-07'
212,0.5172,b'2015-08-14'
213,0.6505,b'2015-03-03'
214,0.3334,b'2015-12-20'
215,0.3723,b'2015-10-06'
216,0.2450,b'2015-01-12'
217,0.2041,b'2015-01-23'
218,0.2103,b'2015-03-08'
219,0.8474,b'2015-07-20'
220,0.1872,b'2015-10-01'
221,0.8370,b'2015-12-05'
222,0.4951,b'2015-11-26'
223,0.0143,b'2015-03-22'
224,0.5375,b'2015-04-20'
225,0.4845,b'2015-02-05'
226,0.9209,b'2015-06-05'
227,0.0039,b'2015-07-06'
228,0.8136,b'2015-11-08'
229,0.2429,b'2015-08-09'
230,0.7772,b'2015-09-14'
231,0.2506,b'2015-03-20'
232,0.8402,b'2015-11-13'
233,0.3632,b'2015-07-14'
234,0.0279,b'2015-03-03'
235,0.5829,b'2015-03-29'
236,0.6105,b'2015-07-01'
237,0.8707,b'2015-12-17'
238,0.5930,b'2015-10-16'
239,0.3132,b'2015-01-22'
240,0.0123,b'2015-12-25'
241,0.1828,b'2015-09-30'
242,0.2488,b'2015-11-17'
243,0.5828,b'2015-04-03'
244,0.1173,b'2015-06-13'
245,0.6798,b'2015-09-17'
246,0.7495,b'2015-09-26'
247,0.6571,b'2015-07-03'
248,0.3396,b'2015-01-20'
249,0.4379,b'2015-11-02'
250,0.5675,b'2015-10-24'
251,0.8088,b'2015-10-30'
252,0.4008,b'2015-06-23'
253,0.4189,b'2015-03-31'
254,0.2785,b'2015-09-07'
255,0.0191,b'2015-06-23'
256,0.6542,b'2015-02-04'
257,0.5568,b'2015-04-04'
258,0.5888,b'2015-07-18'
259,0.8252,b'2015-03-27'
260,0.2811,b'2015-01-26'
261,0.0964,b'2015-04-02'
262,0.8942,b'2015-12-17'
263,0.4341,b'2015-05-10'
264,0.3421,b'2015-12-12'
265,0.4516,b'2015-10-08'
266,0.0384,b'2015-09-05'
267,0.1329,b'2015-01-02'
268,0.2241,b'2015-09-30'
269,0.5873,b'2015-05-03'
270,0.3696,b'2015-03-18'
271,0.8287,b'2015-02-22'
272,0.3457,b'2015-01-22'
273,0.1580,b'2015-08-17'
274,0.0099,b'2015-04-06'
275,0.6822,b'2015-09-13'
276,0.3051,b'2015-07-10'
277,0.4052,b'2015-09-28'
278,0.4205,b'2015-08-16'
279,0.6569,b'2015-05-28'
280,0.1946,b'2015-11-11'
281,0.7986,b'2015-12-30'
282,0.3124,b'2015-03-21'
283,0.6094,b'2015-02-10'
284,0.2277,b'2015-08-07'
285,0.4811,b'2015-12-22'
286,0.6786,b'2015-07-07'
287,0.1105,b'2015-12-31'
288,0.7397,b'2015-09-20'
289,0.7521,b'2015-12-13'
290,0.4061,b'2015-04-16'
291,0.3294,b'2015-01-23'
292,0.1953,b'2015-01-08'
293,0.3636,b'2015-03-02'
294,0.2418,b'2015-01-24'
295,0.9258,b'2015-12-14'
296,0.0251,b'2015-01-06'
297,0.3752,b'2015-05-26'
298,0.2436,b'2015-07-21'
299,0.9340,b'2015-11-28'
300,0.5089,b'2015-02-22'
301,0.9099,b'2015-03-15'
302,0.8211,b'2015-03-06'
303,0.0423,b'2015-07-13'
304,0.4598,b'2015-10-18'
305,0.8724,b'2015-02-15'
306,0.0262,b'2015-07-13'
307,0.7509,b'2015-11-22'
308,0.4025,b'2015-09-25'
309,0.2493,b'2015-05-04'
310,0.3762,b'2015-09-06'
311,0.4534,b'2015-12-17'
312,0.6931,b'2015-03-03'
313,0.1504,b'2015-02-13'
314,0.9422,b'2015-02-08'
315,0.2962,b'2015-08-02'
316,0.7475,b'2015-12-20'
317,0.5591,b'2015-12-11'
318,0.6858,b'2015-09-10'
319,0.7009,b'2015-08-16'
320,0.2796,b'2015-11-28'
321,0.7975,b'2015-10-29'
322,0.3121,b'2015-11-20'
323,0.2532,b'2015-12-02'
324,0.1796,b'2015-07-04'
325,0.4327,b'2015-01-14'
326,0.3878,b'2015-05-27'
327,0.0575,b'2015-10-23'
328,0.1874,b'2015-04-06'
329,0.6397,b'2015-04-28'
330,0.3597,b'2015-12-29'
331,0.0291,b'2015-09-30'
332,0.3676,b'2015-05-27'
333,0.4999,b'2015-09-05'
334,0.8587,b'2015-11-15'
335,0.0763,b'2015-01-26'
336,0.1929,b'2015-05-04'
337,0.9875,b'2015-01-14'
338,0.7731,b'2015-06-07'
339,0.0401,b'2015-06-24'
340,0.8377,b'2015-10-20'
341,0.6624,b'2015-02-20'
342,0.3065,b'2015-11-12'
343,0.0208,b'2015-06-07'
344,0.7142,b'2015-10-14'
345,0.5419,b'2015-11-17'
346,0.3478,b'2015-03-21'
347,0.9664,b'2015-12-03'
348,0.3566,b'2015-04-03'
349,0.8367,b'2015-09-28'
350,0.2876,b'2015-10-31'
351,0.3091,b'2015-08-28'
352,0.7508,b'2015-04-08'
353,0.3545,b'2015-05-20'
354,0.5844,b'2015-06-20'
355,0.9793,b'2015-01-20'
356,0.6766,b'2015-08-13'
357,0.8895,b'2015-11-09'
358,0.2012,b'2015-08-09'
359,0.3807,b'2015-09-07'
360,0.5736,b'2015-10-10'
361,0.7888,b'2015-05-10'
362,0.0845,b'2015-11-04'
363,0.0348,b'2015-01-29'
364,0.4758,b'2015-08-05'
365,0.5582,b'2015-10-27'
366,0.9110,b'2015-11-20'
367,0.2833,b'2015-09-28'
368,0.6195,b'2015-08-19'
369,0.0670,b'2015-12-30'
370,0.8603,b'2015-12-31'
371,0.8477,b'2015-02-12'
372,0.2030,b'2015-08-19'
373,0.9840,b'2015-03-09'
374,0.2256,b'2015-03-13'
375,0.8406,b'2015-08-08'
376,0.9959,b'2015-04-19'
377,0.4911,b'2015-10-19'
378,0.2006,b'2015-11-18'
379,0.5667,b'2015-04-17'
380,0.8623,b'2015-08-29'
381,0.6112,b'2015-11-02'
382,0.6478,b'2015-06-29'
383,0.5484,b'2015-12-19'
384,0.7136,b'2015-11-17'
385,0.1741,b'2015-11-15'
386,0.0218,b'2015-07-25'
387,0.7904,b'2015-10-12'
388,0.0841,b'2015-04-08'
389,0.0480,b'2015-05-24'
390,0.0349,b'2015-03-31'
391,0.4832,b'2015-12-16'
392,0.6999,b'2015-01-12'
393,0.2007,b'2015-06-08'
394,0.4104,b'2015-01-28'
395,0.7591,b'2015-06-08'
396,0.0933,b'2015-02-05'
397,0.9349,b'2015-05-21'
398,0.0843,b'2015-12-28'
399,0.8572,b'2015-02-03'
400,0.1094,b'2015-12-13'
401,0.6944,b'2015-01-12'
402,0.7594,b'2015-12-16'
403,0.9229,b'2015-07-28'
404,0.6208,b'2015-06-28'
405,0.5351,b'2015-01-03'
406,0.0167,b'2015-11-08'
407,0.0304,b'2015-07-16'
408,0.2056,b'2015-06-06'
409,0.0234,b'2015-12-20'
410,0.1951,b'2015-05-20'
411,0.9900,b'2015-06-12'
412,0.8866,b'2015-02-14'
413,0.9480,b'2015-02-20'
414,0.0518,b'2015-08-21'
415,0.0078,b'2015-10-02'
416,0.7062,b'2015-07-18'
417,0.7440,b'2015-12-06'
418,0.2209,b'2015-09-27'
419,0.7453,b'2015-07-11'
420,0.0067,b'2015-10-31'
421,0.5590,b'2015-09-16'
422,0.1882,b'2015-01-18'
423,0.5926,b'2015-02-11'
424,0.2408,b'2015-07-15'
425,0.0967,b'2015-09-18'
426,0.8106,b'2015-07-25'
427,0.1135,b'2015-12-08'
428,0.4441,b'2015-11-12'
429,0.2942,b'2015-05-09'
430,0.8876,b'2015-04-30'
431,0.4880,b'2015-10-08'
432,0.3121,b'2015-10-06'
433,0.2026,b'2015-06-16'
434,0.6524,b'2015-11-14'
435,0.5524,b'2015-05-10'
436,0.2116,b'2015-08-25'
437,0.1338,b'2015-06-18'
438,0.8244,b'2015-04-24'
439,0.4861,b'2015-10-27'
440,0.3315,b'2015-04-03'
441,0.1456,b'2015-09-02'
442,0.1714,b'2015-04-09'
443,0.2004,b'2015-06-03'
444,0.6389,b'2015-06-29'
445,0.5946,b'2015-02-06'
446,0.4862,b'2015-11-08'
447,0.8318,b'2015-08-12'
448,0.1812,b'2015-09-23'
449,0.2963,b'2015-01-23'
450,0.8247,b'2015-08-04'
451,0.8924,b'2015-04-27'
452,0.1815,b'2015-09-14'
453,0.4065,b'2015-11-24'
454,0.3990,b'2015-12-14'
455,0.4330,b'2015-09-08'
456,0.5203,b'2015-11-11'
457,0.0304,b'2015-02-08'
458,0.0373,b'2015-02-20'
459,0.6569,b'2015-04-10'
460,0.9809,b'2015-11-29'
461,0.7742,b'2015-09-22'
462,0.7027,b'2015-06-10'
463,0.9715,b'2015-01-18'
464,0.6650,b'2015-09-24'
465,0.2400,b'2015-10-07'
466,0.7552,b'2015-02-07'
467,0.3973,b'2015-04-23'
468,0.3935,b'2015-04-08'
469,0.9360,b'2015-02-11'
470,0.4684,b'2015-05-08'
471,0.9099,b'2015-07-17'
472,0.7368,b'2015-09-13'
473,0.5745,b'2015-04-07'
474,0.8296,b'2015-03-10'
475,0.0126,b'2015-11-27'
476,0.4016,b'2015-10-09'
477,0.3018,b'2015-11-08'
478,0.5070,b'2015-10-23'
479,0.0722,b'2015-09-15'
480,0.1394,b'2015-09-11'
481,0.5560,b'2015-12-02'
482,0.0577,b'2015-09-15'
483,0.9916,b'2015-05-09'
484,0.6408,b'2015-04-04'
485,0.5588,b'2015-04-28'
486,0.5015,b'2015-09-12'
487,0.1042,b'2015-04-14'
488,0.4034,b'2015-09-15'
489,0.3347,b'2015-05-07'
490,0.7603,b'2015-10-25'
491,0.0767,b'2015-06-03'
492,0.9582,b'2015-10-31'
493,0.8252,b'2015-01-12'
494,0.5687,b'2015-05-08'
495,0.5760,b'2015-04-17'
496,0.0393,b'2015-12-13'
497,0.6408,b'2015-09-09'
498,0.2304,b'2015-05-06'
499,0.2440,b'2015-10-22'
500,0.3144,b'2015-03-16'
501,0.3434,b'2015-11-01'
502,0.2148,b'2015-03-20'
503,0.1651,b'2015-04-27'
504,0.4976,b'2015-07-27'
505,0.4676,b'2015-03-22'
506,0.7498,b'2015-08-14'
507,0.6287,b'2015-07-03'
508,0.7010,b'2015-02-21'
509,0.8064,b'2015-04-02'
510,0.1914,b'2015-09-01'
511,0.2231,b'2015-08-17'
512,0.5398,b'2015-02-08'
513,0.2982,b'2015-04-16'
514,0.8257,b'2015-02-02'
515,0.3090,b'2015-08-24'
516,0.0558,b'2015-12-11'
517,0.0867,b'2015-03-02'
518,0.5091,b'2015-12-04'
519,0.0819,b'2015-02-13'
520,0.1997,b'2015-05-11'
521,0.3614,b'2015-02-03'
522,0.6984,b'2015-05-20'
523,0.6893,b'2015-01-04'
524,0.8150,b'2015-02-18'
525,0.6401,b'2015-12-18'
526,0.7653,b'2015-06-19'
527,0.4542,b'2015-06-17'
528,0.3074,b'2015-03-05'
529,0.5088,b'2015-06-05'
530,0.0884,b'2015-05-16'
531,0.4993,b'2015-11-23'
532,0.2268,b'2015-04-11'
533,0.5083,b'2015-11-22'
534,0.9624,b'2015-09-08'
535,0.8592,b'2015-02-04'
536,0.1647,b'2015-12-21'
537,0.8663,b'2015-03-18'
538,0.2277,b'2015-07-06'
539,0.7357,b'2015-11-08'
540,0.0239,b'2015-03-30'
541,0.1771,b'2015-05-27'
542,0.6084,b'2015-01-18'
543,0.1393,b'2015-01-10'
544,0.4936,b'2015-02-17'
545,0.7636,b'2015-05-01'
546,0.4731,b'2015-10-15'
547,0.7674,b'2015-07-23'
548,0.2670,b'2015-03-05'
549,0.2268,b'2015-01-21'
550,0.7397,b'2015-12-22'
551,0.8792,b'2015-04-15'
552,0.4966,b'2015-02-14'
553,0.3762,b'2015-09-11'
554,0.7838,b'2015-03-30'
555,0.6438,b'2015-10-29'
556,0.4252,b'2015-07-06'
557,0.5322,b'2015-12-28'
558,0.6184,b'2015-10-25'
559,0.1451,b'2015-12-24'
560,0.8593,b'2015-01-13'
561,0.1571,b'2015-05-18'
562,0.1533,b'2015-08-14'
563,0.3563,b'2015-12-03'
564,0.1696,b'2015-09-28'
565,0.9082,b'2015-03-27'
566,0.6962,b'2015-08-24'
567,0.9975,b'2015-06-13'
568,0.3518,b'2015-11-19'
569,0.5733,b'2015-02-19'
570,0.2743,b'2015-01-15'
571,0.9565,b'2015-09-11'
572,0.2501,b'2015-08-09'
573,0.3950,b'2015-08-16'
574,0.4773,b'2015-02-26'
575,0.8277,b'2015-02-04'
576,0.7998,b'2015-11-09'
577,0.9809,b'2015-07-06'
578,0.6725,b'2015-12-03'
579,0.5682,b'2015-09-19'
580,0.3256,b'2015-02-09'
581,0.3751,b'2015-10-12'
582,0.3381,b'2015-07-14'
583,0.4455,b'2015-09-23'
584,0.1172,b'2015-04-03'
585,0.3466,b'2015-09-22'
586,0.1961,b'2015-07-04'
587,0.7299,b'2015-12-29'
588,0.2356,b'2015-11-23'
589,0.0583,b'2015-08-23'
590,0.0073,b'2015-04-22'
591,0.3160,b'2015-05-20'
592,0.3159,b'2015-06-18'
593,0.9672,b'2015-10-02'
594,0.5800,b'2015-08-29'
595,0.2560,b'2015-08-15'
596,0.1954,b'2015-05-17'
597,0.4573,b'2015-02-09'
598,0.3323,b'2015-06-17'
599,0.2378,b'2015-03-24'
600,0.9537,b'2015-03-04'
601,0.1892,b'2015-02-22'
602,0.4635,b'2015-01-26'
603,0.8352,b'2015-06-15'
604,0.7675,b'2015-04-16'
605,0.1273,b'2015-02-17'
606,0.3132,b'2015-12-28'
607,0.7326,b'2015-10-28'
608,0.3692,b'2015-08-14'
609,0.1925,b'2015-08-04'
610,0.8753,b'2015-01-30'
611,0.6567,b'2015-07-14'
612,0.6615,b'2015-09-16'
613,0.3039,b'2015-09-28'
614,0.9344,b'2015-12-24'
615,0.4432,b'2015-01-06'
616,0.2110,b'2015-05-30'
617,0.8010,b'2015-01-24'
618,0.5799,b'2015-02-25'
619,0.5309,b'2015-10-22'
620,0.6624,b'2015-07-27'
621,0.9427,b'2015-06-25'
622,0.1773,b'2015-07-08'
623,0.9773,b'2015-10-22'
624,0.6616,b'2015-10-25'
625,0.3016,b'2015-07-04'
626,0.6940,b'2015-07-17'
627,0.1630,b'2015-02-15'
628,0.6384,b'2015-11-11'
629,0.2260,b'2015-04-10'
630,0.3351,b'2015-12-07'
631,0.8849,b'2015-03-30'
632,0.0013,b'2015-01-14'
633,0.5512,b'2015-03-23'
634,0.7171,b'2015-11-27'
635,0.3365,b'2015-03-02'
636,0.0843,b'2015-10-26'
637,0.4700,b'2015-03-30'
638,0.2132,b'2015-01-16'
639,0.9436,b'2015-08-22'
640,0.3377,b'2015-12-18'
641,0.5673,b'2015-10-23'
642,0.3773,b'2015-02-07'
643,0.5834,b'2015-11-05'
644,0.9433,b'2015-09-13'
645,0.1504,b'2015-10-06'
646,0.2237,b'2015-12-03'
647,0.4555,b'2015-05-17'
648,0.1531,b'2015-01-23'
649,0.7176,b'2015-09-18'
650,0.3499,b'2015-04-21'
651,0.7419,b'2015-02-28'
652,0.8134,b'2015-02-04'
653,0.6031,b'2015-06-30'
654,0.7231,b'2015-06-11'
655,0.3595,b'2015-07-20'
656,0.3638,b'2015-01-25'
657,0.9054,b'2015-04-29'
658,0.5596,b'2015-04-09'
659,0.7723,b'2015-12-11'
660,0.5571,b'2015-03-30'
661,0.0997,b'2015-03-21'
662,0.5888,b'2015-11-18'
663,0.7713,b'2015-07-14'
664,0.1242,b'2015-08-18'
665,0.1234,b'2015-10-25'
666,0.1227,b'2015-12-10'
667,0.5240,b'2015-01-14'
668,0.1635,b'2015-12-22'
669,0.9495,b'2015-05-24'
670,0.9805,b'2015-03-20'
671,0.0541,b'2015-06-09'
672,0.0654,b'2015-12-31'
673,0.0142,b'2015-07-17'
674,0.8063,b'2015-10-25'
675,0.0294,b'2015-08-03'
676,0.6638,b'2015-11-06'
677,0.4634,b'2015-03-06'
678,0.3258,b'2015-08-15'
679,0.2697,b'2015-09-19'
680,0.5765,b'2015-06-04'
681,0.9493,b'2015-01-20'
682,0.5053,b'2015-10-10'
683,0.2659,b'2015-02-20'
684,0.9041,b'2015-03-22'
685,0.7642,b'2015-05-11'
686,0.7042,b'2015-10-24'
687,0.8987,b'2015-08-04'
688,0.2480,b'2015-01-09'
689,0.9323,b'2015-09-14'
690,0.0656,b'2015-08-12'
691,0.1303,b'2015-11-28'
692,0.4072,b'2015-10-30'
693,0.9699,b'2015-05-23'
694,0.0329,b'2015-05-27'
695,0.2061,b'2015-01-07'
696,0.4567,b'2015-12-30'
697,0.3194,b'2015-09-22'
698,0.2674,b'2015-03-27'
699,0.8503,b'2015-02-23'
700,0.7478,b'2015-01-08'
701,0.5475,b'2015-09-29'
702,0.9068,b'2015-12-12'
703,0.8968,b'2015-09-19'
704,0.6743,b'2015-01-11'
705,0.3357,b'2015-05-23'
706,0.9653,b'2015-07-28'
707,0.2982,b'2015-04-30'
708,0.7125,b'2015-02-09'
709,0.7750,b'2015-12-11'
710,0.2357,b'2015-04-09'
711,0.5446,b'2015-07-18'
712,0.7044,b'2015-05-26'
713,0.7743,b'2015-12-17'
714,0.0527,b'2015-02-28'
715,0.9429,b'2015-05-28'
716,0.1972,b'2015-08-08'
717,0.1221,b'2015-09-21'
718,0.2389,b'2015-01-17'
719,0.9470,b'2015-01-27'
720,0.7324,b'2015-04-08'
721,0.3537,b'2015-07-16'
722,0.0376,b'2015-01-09'
723,0.0257,b'2015-09-22'
724,0.4269,b'2015-01-16'
725,0.2399,b'2015-08-28'
726,0.6694,b'2015-06-20'
727,0.5304,b'2015-12-11'
728,0.8616,b'2015-03-11'
729,0.3220,b'2015-02-13'
730,0.4598,b'2015-07-08'
731,0.3730,b'2015-02-12'
732,0.4138,b'2015-07-13'
733,0.1236,b'2015-11-21'
734,0.1251,b'2015-09-29'
735,0.5324,b'2015-07-02'
736,0.1725,b'2015-11-10'
737,0.8806,b'2015-01-07'
738,0.4200,b'2015-10-28'
739,0.5907,b'2015-10-20'
740,0.2674,b'2015-10-03'
741,0.0943,b'2015-02-23'
742,0.5919,b'2015-04-19'
743,0.7078,b'2015-05-19'
744,0.6253,b'2015-08-11'
745,0.0332,b'2015-09-07'
746,0.8394,b'2015-08-12'
747,0.0503,b'2015-09-27'
748,0.6186,b'2015-11-08'
749,0.5421,b'2015-09-11'
750,0.8522,b'2015-02-08'
751,0.3581,b'2015-01-23'
752,0.9578,b'2015-08-07'
753,0.2133,b'2015-08-10'
754,0.5304,b'2015-06-10'
755,0.7969,b'2015-03-12'
756,0.3371,b'2015-01-09'
757,0.8833,b'2015-03-18'
758,0.3968,b'2015-10-11'
759,0.0780,b'2015-02-10'
760,0.3188,b'2015-01-07'
761,0.5076,b'2015-11-09'
762,0.2527,b'2015-04-30'
763,0.3238,b'2015-12-11'
764,0.0454,b'2015-01-11'
765,0.0380,b'2015-06-26'
766,0.2700,b'2015-01-23'
767,0.7810,b'2015-03-23'
768,0.1258,b'2015-04-06'
769,0.5170,b'2015-11-21'
770,0.9840,b'2015-07-30'
771,0.3863,b'2015-08-10'
772,0.3003,b'2015-06-06'
773,0.2721,b'2015-06-13'
774,0.0262,b'2015-02-01'
775,0.7995,b'2015-07-25'
776,0.9798,b'2015-10-15'
777,0.5742,b'2015-12-15'
778,0.4221,b'2015-07-23'
779,0.5458,b'2015-03-30'
780,0.5709,b'2015-08-05'
781,0.9726,b'2015-05-20'
782,0.9528,b'2015-02-04'
783,0.0444,b'2015-12-31'
784,0.3866,b'2015-04-29'
785,0.1966,b'2015-01-09'
786,0.6662,b'2015-07-07'
787,0.0583,b'2015-11-06'
788,0.2855,b'2015-03-31'
789,0.2019,b'2015-01-02'
790,0.1727,b'2015-12-30'
791,0.8627,b'2015-12-31'
792,0.6975,b'2015-11-18'
793,0.3759,b'2015-07-13'
794,0.4945,b'2015-07-27'
795,0.9483,b'2015-12-12'
796,0.9043,b'2015-01-20'
797,0.7434,b'2015-12-02'
798,0.8286,b'2015-05-28'
799,0.1659,b'2015-06-20'
800,0.4207,b'2015-10-31'
801,0.6784,b'2015-09-03'
802,0.9905,b'2015-06-04'
803,0.8880,b'2015-11-11'
804,0.7448,b'2015-05-20'
805,0.5489,b'2015-10-11'
806,0.8515,b'2015-11-27'
807,0.9917,b'2015-04-15'
808,0.9623,b'2015-07-25'
809,0.1270,b'2015-07-30'
810,0.9855,b'2015-05-04'
811,0.8721,b'2015-01-23'
812,0.9435,b'2015-06-08'
813,0.9144,b'2015-07-31'
814,0.3721,b'2015-05-20'
815,0.6751,b'2015-02-18'
816,0.1705,b'2015-02-28'
817,0.4406,b'2015-03-13'
818,0.3105,b'2015-07-22'
819,0.2644,b'2015-11-06'
820,0.7188,b'2015-08-11'
821,0.1857,b'2015-11-06'
822,0.0159,b'2015-03-26'
